Month;FRA District;FRA Safety Management Team;Holding Company;Parent Railroad;Railroad;Railroad Class;Year;Calendar Year;Fiscal Year;Railroad Concat;Railroadcode;Railroadname;Reporting Parent Railroad Code;Reporting Parent Railroad Name;reporting_railroad_class;Employee Hours Worked;Number of Passengers Transported;Passenger Miles;Reports;Total Train Miles;Yard Switching Miles
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;WALKERSVILLE SOUTHERN RAILROAD, INC. [WS];WALKERSVILLE SOUTHERN RAILROAD, INC. [WS];Class III;2025;2025;2025;WALKERSVILLE SOUTHERN RAILROAD, INC. [WS];WS;WALKERSVILLE SOUTHERN RAILROAD, INC.;WS;WALKERSVILLE SOUTHERN RAILROAD, INC.;Class III;240;1 066;9416;1;92;4
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Hocking Valley Scenic Railway [HVSR];Hocking Valley Scenic Railway [HVSR];Class III;2025;2025;2025;Hocking Valley Scenic Railway [HVSR];HVSR;Hocking Valley Scenic Railway;HVSR;Hocking Valley Scenic Railway;Class III;2 013;1 787;46638;1;234;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Cuyahoga Valley Scenic Railway [CVSX];Cuyahoga Valley Scenic Railway [CVSX];Class III;2025;2025;2025;Cuyahoga Valley Scenic Railway [CVSX];CVSX;Cuyahoga Valley Scenic Railway;CVSX;Cuyahoga Valley Scenic Railway;Class III;7 910;9 618;364822;1;2 556;42
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Lake Shore Railway [LSRX];Lake Shore Railway [LSRX];Class III;2025;2025;2025;Lake Shore Railway [LSRX];LSRX;Lake Shore Railway;LSRX;Lake Shore Railway;Class III;;21;42;1;12;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;CINCINNATI RAILWAY COMPANY [CNRX];CINCINNATI RAILWAY COMPANY [CNRX];Class III;2025;2025;2025;CINCINNATI RAILWAY COMPANY [CNRX];CNRX;CINCINNATI RAILWAY COMPANY;CNRX;CINCINNATI RAILWAY COMPANY;Class III;280;3 131;192390;1;1 099;6
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Wannamakers, Kempton And Southern [WAKS];Wannamakers, Kempton And Southern [WAKS];Class III;2025;2025;2025;Wannamakers, Kempton And Southern [WAKS];WAKS;Wannamakers, Kempton And Southern;WAKS;Wannamakers, Kempton And Southern;Class III;;472;2832;1;102;6
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;STEAMTOWN NATIONAL HISTORIC SITE [SNCX];STEAMTOWN NATIONAL HISTORIC SITE [SNCX];Class III;2025;2025;2025;STEAMTOWN NATIONAL HISTORIC SITE [SNCX];SNCX;STEAMTOWN NATIONAL HISTORIC SITE;SNCX;STEAMTOWN NATIONAL HISTORIC SITE;Class III;3 360;2 695;530915;1;197;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Harrisburg, Lincoln & Lancaster Railroad, LLC [HLLR];Harrisburg, Lincoln & Lancaster Railroad, LLC [HLLR];Class III;2025;2025;2025;Harrisburg, Lincoln & Lancaster Railroad, LLC [HLLR];HLLR;Harrisburg, Lincoln & Lancaster Railroad, LLC;HLLR;Harrisburg, Lincoln & Lancaster Railroad, LLC;Class III;;;0;1;;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Southeastern Pennsylvania Transportation Authority [SEPA];Southeastern Pennsylvania Transportation Authority [SEPA];Class III;2025;2025;2025;Southeastern Pennsylvania Transportation Authority [SEPA];SEPA;Southeastern Pennsylvania Transportation Authority;SEPA;Southeastern Pennsylvania Transportation Authority;Class III;310 882;1 893 051;25556189;1;372 839;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Maryland and Pennsylvania Railroad Preservation Society [MAPA];Maryland and Pennsylvania Railroad Preservation Society [MAPA];Class III;2025;2025;2025;Maryland and Pennsylvania Railroad Preservation Society [MAPA];MAPA;Maryland and Pennsylvania Railroad Preservation Society;MAPA;Maryland and Pennsylvania Railroad Preservation Society;Class III;;262;1362;1;211;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Northern Central Railway [NCRA];Northern Central Railway [NCRA];Class III;2025;2025;2025;Northern Central Railway [NCRA];NCRA;Northern Central Railway;NCRA;Northern Central Railway;Class III;1 776;1 537;12155;1;426;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Stewartstown Railroad Company [STRT];Stewartstown Railroad Company [STRT];Class III;2025;2025;2025;Stewartstown Railroad Company [STRT];STRT;Stewartstown Railroad Company;STRT;Stewartstown Railroad Company;Class III;276;284;1189;1;84;
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Virginia Railway Express [VREX];Virginia Railway Express [VREX];Class III;2025;2025;2025;Virginia Railway Express [VREX];VREX;Virginia Railway Express;VREX;Virginia Railway Express;Class III;37 705;183 153;9112224;1;33 637;185
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Potomac Eagle Scenic Railroad [PESX];Potomac Eagle Scenic Railroad [PESX];Class III;2025;2025;2025;Potomac Eagle Scenic Railroad [PESX];PESX;Potomac Eagle Scenic Railroad;PESX;Potomac Eagle Scenic Railroad;Class III;303;2 636;115826;1;587;22
Jun;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Cass Scenic [CASS];Cass Scenic [CASS];Class III;2025;2025;2025;Cass Scenic [CASS];CASS;Cass Scenic;CASS;Cass Scenic;Class III;5 217;4 652;86442;1;1 052;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Western Maryland Scenic Railroad [WMSR];Western Maryland Scenic Railroad [WMSR];Class III;2025;2025;2025;Western Maryland Scenic Railroad [WMSR];WMSR;Western Maryland Scenic Railroad;WMSR;Western Maryland Scenic Railroad;Class III;788;4 261;102192;1;771;3
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;MARC Train Service [MACZ];MARC Train Service [MACZ];Class III;2025;2025;2025;MARC Train Service [MACZ];MACZ;MARC Train Service;MACZ;MARC Train Service;Class III;70 233;483 347;13845128;1;113 690;694
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;BALTIMORE & OHIO RAILROD MUSEUM [BOMX];BALTIMORE & OHIO RAILROD MUSEUM [BOMX];Class III;2025;2025;2025;BALTIMORE & OHIO RAILROD MUSEUM [BOMX];BOMX;BALTIMORE & OHIO RAILROD MUSEUM;BOMX;BALTIMORE & OHIO RAILROD MUSEUM;Class III;250;3 000;9000;1;100;10
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;WALKERSVILLE SOUTHERN RAILROAD, INC. [WS];WALKERSVILLE SOUTHERN RAILROAD, INC. [WS];Class III;2025;2025;2025;WALKERSVILLE SOUTHERN RAILROAD, INC. [WS];WS;WALKERSVILLE SOUTHERN RAILROAD, INC.;WS;WALKERSVILLE SOUTHERN RAILROAD, INC.;Class III;352;1 373;11884;1;164;4
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Hocking Valley Scenic Railway [HVSR];Hocking Valley Scenic Railway [HVSR];Class III;2025;2025;2025;Hocking Valley Scenic Railway [HVSR];HVSR;Hocking Valley Scenic Railway;HVSR;Hocking Valley Scenic Railway;Class III;2 064;3 004;89428;1;302;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Cuyahoga Valley Scenic Railway [CVSX];Cuyahoga Valley Scenic Railway [CVSX];Class III;2025;2025;2025;Cuyahoga Valley Scenic Railway [CVSX];CVSX;Cuyahoga Valley Scenic Railway;CVSX;Cuyahoga Valley Scenic Railway;Class III;8 925;12 748;491328;1;2 562;48
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Lake Shore Railway [LSRX];Lake Shore Railway [LSRX];Class III;2025;2025;2025;Lake Shore Railway [LSRX];LSRX;Lake Shore Railway;LSRX;Lake Shore Railway;Class III;;65;622;1;29;1
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;CINCINNATI RAILWAY COMPANY [CNRX];CINCINNATI RAILWAY COMPANY [CNRX];Class III;2025;2025;2025;CINCINNATI RAILWAY COMPANY [CNRX];CNRX;CINCINNATI RAILWAY COMPANY;CNRX;CINCINNATI RAILWAY COMPANY;Class III;66;516;13416;1;96;2
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Wannamakers, Kempton And Southern [WAKS];Wannamakers, Kempton And Southern [WAKS];Class III;2025;2025;2025;Wannamakers, Kempton And Southern [WAKS];WAKS;Wannamakers, Kempton And Southern;WAKS;Wannamakers, Kempton And Southern;Class III;;331;1986;1;128;8
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;STEAMTOWN NATIONAL HISTORIC SITE [SNCX];STEAMTOWN NATIONAL HISTORIC SITE [SNCX];Class III;2025;2025;2025;STEAMTOWN NATIONAL HISTORIC SITE [SNCX];SNCX;STEAMTOWN NATIONAL HISTORIC SITE;SNCX;STEAMTOWN NATIONAL HISTORIC SITE;Class III;3 360;3 839;1888788;1;492;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Harrisburg, Lincoln & Lancaster Railroad, LLC [HLLR];Harrisburg, Lincoln & Lancaster Railroad, LLC [HLLR];Class III;2025;2025;2025;Harrisburg, Lincoln & Lancaster Railroad, LLC [HLLR];HLLR;Harrisburg, Lincoln & Lancaster Railroad, LLC;HLLR;Harrisburg, Lincoln & Lancaster Railroad, LLC;Class III;;;0;1;;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Southeastern Pennsylvania Transportation Authority [SEPA];Southeastern Pennsylvania Transportation Authority [SEPA];Class III;2025;2025;2025;Southeastern Pennsylvania Transportation Authority [SEPA];SEPA;Southeastern Pennsylvania Transportation Authority;SEPA;Southeastern Pennsylvania Transportation Authority;Class III;321 458;2 022 711;27306602;1;391 362;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Maryland and Pennsylvania Railroad Preservation Society [MAPA];Maryland and Pennsylvania Railroad Preservation Society [MAPA];Class III;2025;2025;2025;Maryland and Pennsylvania Railroad Preservation Society [MAPA];MAPA;Maryland and Pennsylvania Railroad Preservation Society;MAPA;Maryland and Pennsylvania Railroad Preservation Society;Class III;;166;863;1;117;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Northern Central Railway [NCRA];Northern Central Railway [NCRA];Class III;2025;2025;2025;Northern Central Railway [NCRA];NCRA;Northern Central Railway;NCRA;Northern Central Railway;Class III;1 742;1 536;10526;1;383;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Stewartstown Railroad Company [STRT];Stewartstown Railroad Company [STRT];Class III;2025;2025;2025;Stewartstown Railroad Company [STRT];STRT;Stewartstown Railroad Company;STRT;Stewartstown Railroad Company;Class III;91;18;76;1;26;
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Virginia Railway Express [VREX];Virginia Railway Express [VREX];Class III;2025;2025;2025;Virginia Railway Express [VREX];VREX;Virginia Railway Express;VREX;Virginia Railway Express;Class III;41 735;209 766;10430542;1;36 085;193
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Potomac Eagle Scenic Railroad [PESX];Potomac Eagle Scenic Railroad [PESX];Class III;2025;2025;2025;Potomac Eagle Scenic Railroad [PESX];PESX;Potomac Eagle Scenic Railroad;PESX;Potomac Eagle Scenic Railroad;Class III;278;2 491;130935;1;539;11
Jul;2;SMT-1 - Amtrak, Commuter East;Not Assigned;Cass Scenic [CASS];Cass Scenic [CASS];Class III;2025;2025;2025;Cass Scenic [CASS];CASS;Cass Scenic;CASS;Cass Scenic;Class III;5 348;5 362;102672;1;1 182;
Feb;3;SMT-2 - Short Line East;Genesee & Wyoming;Arizona Eastern Railroad [AZER];Arizona Eastern Railroad [AZER];Class III;2025;2025;2025;Arizona Eastern Railroad [AZER];AZER;Arizona Eastern Railroad;AZER;Arizona Eastern Railroad;Class III;8 472;;0;1;11 427;4 225
Feb;3;SMT-2 - Short Line East;Genesee & Wyoming;Chattooga & Chickamauga Railroad [CCKY];Chattooga & Chickamauga Railroad [CCKY];Class III;2025;2025;2025;Chattooga & Chickamauga Railroad [CCKY];CCKY;Chattooga & Chickamauga Railroad;CCKY;Chattooga & Chickamauga Railroad;Class III;719;;0;1;549;62
Feb;3;SMT-2 - Short Line East;Gulf & Ohio;Yadkin Valley Railroad Company [YVRR];Yadkin Valley Railroad Company [YVRR];Class III;2025;2025;2025;Yadkin Valley Railroad Company [YVRR];YVRR;Yadkin Valley Railroad Company;YVRR;Yadkin Valley Railroad Company;Class III;1 900;;0;1;2 285;857
Feb;3;SMT-2 - Short Line East;Gulf & Ohio;Laurinburg & Southern Railroad Company [LRS];Laurinburg & Southern Railroad Company [LRS];Class III;2025;2025;2025;Laurinburg & Southern Railroad Company [LRS];LRS;Laurinburg & Southern Railroad Company;LRS;Laurinburg & Southern Railroad Company;Class III;342;;0;1;1 007;494
Feb;3;SMT-2 - Short Line East;Gulf & Ohio;Lancaster & Chester Railway Company [LC];Lancaster & Chester Railway Company [LC];Class III;2025;2025;2025;Lancaster & Chester Railway Company [LC];LC;Lancaster & Chester Railway Company;LC;Lancaster & Chester Railway Company;Class III;1 805;;0;1;2 760;350
Feb;3;SMT-2 - Short Line East;Gulf & Ohio;Knoxville & Holston River Railroad Company, Inc. [KXHR];Knoxville & Holston River Railroad Company, Inc. [KXHR];Class III;2025;2025;2025;Knoxville & Holston River Railroad Company, Inc. [KXHR];KXHR;Knoxville & Holston River Railroad Company, Inc.;KXHR;Knoxville & Holston River Railroad Company, Inc.;Class III;2 033;;0;1;1 030;216
Feb;3;SMT-2 - Short Line East;Ironhorse Resources;Walking Horse Railroad, LLC [WHRR];Walking Horse Railroad, LLC [WHRR];Class III;2025;2025;2025;Walking Horse Railroad, LLC [WHRR];WHRR;Walking Horse Railroad, LLC;WHRR;Walking Horse Railroad, LLC;Class III;288;;0;1;254;53
Feb;3;SMT-2 - Short Line East;Ironhorse Resources;Caney Fork & Western Railroad [CFWR];Caney Fork & Western Railroad [CFWR];Class III;2025;2025;2025;Caney Fork & Western Railroad [CFWR];CFWR;Caney Fork & Western Railroad;CFWR;Caney Fork & Western Railroad;Class III;477;;0;1;333;61
Feb;3;SMT-2 - Short Line East;Midwest & Bluegrass Rail;Youngstown & Southeastern Railroad Company, Inc. [YSRR];Youngstown & Southeastern Railroad Company, Inc. [YSRR];Class III;2025;2025;2025;Youngstown & Southeastern Railroad Company, Inc. [YSRR];YSRR;Youngstown & Southeastern Railroad Company, Inc.;YSRR;Youngstown & Southeastern Railroad Company, Inc.;Class III;502;;0;1;430;
Feb;3;SMT-2 - Short Line East;Not Assigned;Conrad Yelvington Distributors, Inc [CNYX];Conrad Yelvington Distributors, Inc [CNYX];Class III;2025;2025;2025;Conrad Yelvington Distributors, Inc [CNYX];CNYX;Conrad Yelvington Distributors, Inc;CNYX;Conrad Yelvington Distributors, Inc;Class III;49 180;;0;1;439;439
Feb;3;SMT-2 - Short Line East;Not Assigned;St. Marys Railroad Company [SM];St. Marys Railroad Company [SM];Class III;2025;2025;2025;St. Marys Railroad Company [SM];SM;St. Marys Railroad Company;SM;St. Marys Railroad Company;Class III;506;;0;1;621;305
Feb;3;SMT-2 - Short Line East;Not Assigned;CaterParrot Railnet, LLC [CPR];CaterParrot Railnet, LLC [CPR];Class III;2025;2025;2025;CaterParrot Railnet, LLC [CPR];CPR;CaterParrot Railnet, LLC;CPR;CaterParrot Railnet, LLC;Class III;1 284;248;51584;1;1 315;
Feb;3;SMT-2 - Short Line East;Not Assigned;St Marys Railway West LLC [SMW];St Marys Railway West LLC [SMW];Class III;2025;2025;2025;St Marys Railway West LLC [SMW];SMW;St Marys Railway West LLC;SMW;St Marys Railway West LLC;Class III;645;;0;1;210;210
Feb;3;SMT-2 - Short Line East;Not Assigned;RALEIGH AND FAYETTEVILLE RAILROAD, LLC [RFCC];RALEIGH AND FAYETTEVILLE RAILROAD, LLC [RFCC];Class III;2025;2025;2025;RALEIGH AND FAYETTEVILLE RAILROAD, LLC [RFCC];RFCC;RALEIGH AND FAYETTEVILLE RAILROAD, LLC;RFCC;RALEIGH AND FAYETTEVILLE RAILROAD, LLC;Class III;1 426;;0;1;2 390;
Feb;3;SMT-2 - Short Line East;Not Assigned;Kentucky & Tennessee Railway [KT];Kentucky & Tennessee Railway [KT];Class III;2025;2025;2025;Kentucky & Tennessee Railway [KT];KT;Kentucky & Tennessee Railway;KT;Kentucky & Tennessee Railway;Class III;624;;0;1;27;3
Feb;3;SMT-2 - Short Line East;Not Assigned;Natchez Railway, Inc. [NTZR];Natchez Railway, Inc. [NTZR];Class III;2025;2025;2025;Natchez Railway, Inc. [NTZR];NTZR;Natchez Railway, Inc.;NTZR;Natchez Railway, Inc.;Class III;797;;0;1;269;13
Feb;3;SMT-2 - Short Line East;Not Assigned;Port Bienville Railroad [PBVR];Port Bienville Railroad [PBVR];Class III;2025;2025;2025;Port Bienville Railroad [PBVR];PBVR;Port Bienville Railroad;PBVR;Port Bienville Railroad;Class III;2 079;;0;1;1 122;924
Feb;3;SMT-2 - Short Line East;Not Assigned;Mississippi Export Railroad Company [MSE];Mississippi Export Railroad Company [MSE];Class III;2025;2025;2025;Mississippi Export Railroad Company [MSE];MSE;Mississippi Export Railroad Company;MSE;Mississippi Export Railroad Company;Class III;9 713;;0;1;2 740;360
Feb;3;SMT-2 - Short Line East;Not Assigned;Meridian Southern Railway LLC [MDS];Meridian Southern Railway LLC [MDS];Class III;2025;2025;2025;Meridian Southern Railway LLC [MDS];MDS;Meridian Southern Railway LLC;MDS;Meridian Southern Railway LLC;Class III;554;;0;1;860;
Feb;3;SMT-2 - Short Line East;Not Assigned;Itawamba Mississippian Railroad LLC [IMR];Itawamba Mississippian Railroad LLC [IMR];Class III;2025;2025;2025;Itawamba Mississippian Railroad LLC [IMR];IMR;Itawamba Mississippian Railroad LLC;IMR;Itawamba Mississippian Railroad LLC;Class III;152;;0;1;360;4
Feb;3;SMT-2 - Short Line East;Not Assigned;Old Augusta Railroad Company [OAR];Old Augusta Railroad Company [OAR];Class III;2025;2025;2025;Old Augusta Railroad Company [OAR];OAR;Old Augusta Railroad Company;OAR;Old Augusta Railroad Company;Class III;1 288;;0;1;2 016;2 016
Feb;3;SMT-2 - Short Line East;Not Assigned;Alexander Railroad Company [ARC];Alexander Railroad Company [ARC];Class III;2025;2025;2025;Alexander Railroad Company [ARC];ARC;Alexander Railroad Company;ARC;Alexander Railroad Company;Class III;1 240;;0;1;900;160
Feb;3;SMT-2 - Short Line East;Not Assigned;Caldwell County Railroad Co. [CWCY];Caldwell County Railroad Co. [CWCY];Class III;2025;2025;2025;Caldwell County Railroad Co. [CWCY];CWCY;Caldwell County Railroad Co.;CWCY;Caldwell County Railroad Co.;Class III;385;;0;1;156;
Feb;3;SMT-2 - Short Line East;Not Assigned;Winston-Salem Southbound Railway [WSS];Winston-Salem Southbound Railway [WSS];Class III;2025;2025;2025;Winston-Salem Southbound Railway [WSS];WSS;Winston-Salem Southbound Railway;WSS;Winston-Salem Southbound Railway;Class III;3 780;;0;1;3 154;
Feb;3;SMT-2 - Short Line East;Not Assigned;Aberdeen, Carolina & Western Railroad [ACWR];Aberdeen, Carolina & Western Railroad [ACWR];Class III;2025;2025;2025;Aberdeen, Carolina & Western Railroad [ACWR];ACWR;Aberdeen, Carolina & Western Railroad;ACWR;Aberdeen, Carolina & Western Railroad;Class III;12 365;;0;1;2 515;
Feb;3;SMT-2 - Short Line East;Not Assigned;Aberdeen & Rockfish Railroad Company [AR];Aberdeen & Rockfish Railroad Company [AR];Class III;2025;2025;2025;Aberdeen & Rockfish Railroad Company [AR];AR;Aberdeen & Rockfish Railroad Company;AR;Aberdeen & Rockfish Railroad Company;Class III;1 766;;0;1;279;
Feb;3;SMT-2 - Short Line East;Not Assigned;Thermal Belt Railway [TBRY];Thermal Belt Railway [TBRY];Class III;2025;2025;2025;Thermal Belt Railway [TBRY];TBRY;Thermal Belt Railway;TBRY;Thermal Belt Railway;Class III;89;;0;1;3;
Feb;3;SMT-2 - Short Line East;Not Assigned;ATLANTIC RAILWAYS [ATLR];ATLANTIC RAILWAYS [ATLR];Class III;2025;2025;2025;ATLANTIC RAILWAYS [ATLR];ATLR;ATLANTIC RAILWAYS;ATLR;ATLANTIC RAILWAYS;Class III;27;;0;1;20;
Feb;3;SMT-2 - Short Line East;Not Assigned;CAROLINA COASTAL RAILWAY, INC. [CLNA];CAROLINA COASTAL RAILWAY, INC. [CLNA];Class III;2025;2025;2025;CAROLINA COASTAL RAILWAY, INC. [CLNA];CLNA;CAROLINA COASTAL RAILWAY, INC.;CLNA;CAROLINA COASTAL RAILWAY, INC.;Class III;4 751;;0;1;3 973;
Feb;3;SMT-2 - Short Line East;Not Assigned;Aiken Railway Company, LLC [AIKR];Aiken Railway Company, LLC [AIKR];Class III;2025;2025;2025;Aiken Railway Company, LLC [AIKR];AIKR;Aiken Railway Company, LLC;AIKR;Aiken Railway Company, LLC;Class III;163;;0;1;352;
Feb;3;SMT-2 - Short Line East;Not Assigned;Greenville & Western Railway Company LLC [GRLW];Greenville & Western Railway Company LLC [GRLW];Class III;2025;2025;2025;Greenville & Western Railway Company LLC [GRLW];GRLW;Greenville & Western Railway Company LLC;GRLW;Greenville & Western Railway Company LLC;Class III;362;;0;1;430;
Feb;3;SMT-2 - Short Line East;Not Assigned;PICKENS RAILWAY CO. [PICK];PICKENS RAILWAY CO. [PICK];Class III;2025;2025;2025;PICKENS RAILWAY CO. [PICK];PICK;PICKENS RAILWAY CO.;PICK;PICKENS RAILWAY CO.;Class III;1 526;;0;1;996;
Feb;3;SMT-2 - Short Line East;Not Assigned;Palmetto Railways [PR];Palmetto Railways [PR];Class III;2025;2025;2025;Palmetto Railways [PR];PR;Palmetto Railways;PR;Palmetto Railways;Class III;9 020;;0;1;4 356;3 348
Feb;3;SMT-2 - Short Line East;Not Assigned;Giant Cement [GICX];Giant Cement [GICX];Class III;2025;2025;2025;Giant Cement [GICX];GICX;Giant Cement;GICX;Giant Cement;Class III;1 055;;0;1;;
Feb;3;SMT-2 - Short Line East;Not Assigned;Aberdeen & Rockfish Railroad Company [AR];Pee Dee River Railway Corporation [PDRR];Class III;2025;2025;2025;Pee Dee River Railway Corporation [PDRR];PDRR;Pee Dee River Railway Corporation;AR;Aberdeen & Rockfish Railroad Company;Class III;1 373;;0;1;504;
Feb;3;SMT-2 - Short Line East;Not Assigned;TENNKEN RAILROAD COMPANY, INC. [TKEN];TENNKEN RAILROAD COMPANY, INC. [TKEN];Class III;2025;2025;2025;TENNKEN RAILROAD COMPANY, INC. [TKEN];TKEN;TENNKEN RAILROAD COMPANY, INC.;TKEN;TENNKEN RAILROAD COMPANY, INC.;Class III;1 008;;0;1;603;396
Feb;3;SMT-2 - Short Line East;Not Assigned;Tyner Terminal Railway Company [TNTX];Tyner Terminal Railway Company [TNTX];Class III;2025;2025;2025;Tyner Terminal Railway Company [TNTX];TNTX;Tyner Terminal Railway Company;TNTX;Tyner Terminal Railway Company;Class III;3 424;;0;1;1 482;1 482
Feb;3;SMT-2 - Short Line East;Not Assigned;SCTRR, LLC (South Central TN Railroad) [SCTR];SCTRR, LLC (South Central TN Railroad) [SCTR];Class III;2025;2025;2025;SCTRR, LLC (South Central TN Railroad) [SCTR];SCTR;SCTRR, LLC (South Central TN Railroad);SCTR;SCTRR, LLC (South Central TN Railroad);Class III;620;;0;1;135;135
Feb;3;SMT-2 - Short Line East;Not Assigned;West Tennessee Railroad, LLC [WTNN];West Tennessee Railroad, LLC [WTNN];Class III;2025;2025;2025;West Tennessee Railroad, LLC [WTNN];WTNN;West Tennessee Railroad, LLC;WTNN;West Tennessee Railroad, LLC;Class III;3 995;;0;1;5 326;481
