"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"7643","Petroleum Products","O",885,1159,2025,2025-03-19,"NS"
"7644","Primary Forest Products","P",285,87,2025,2025-03-19,"NS"
"7645","Pulp & Paper Products","Q",1268,950,2025,2025-03-19,"NS"
"7646","Stone, Clay, Glass","R",1369,1096,2025,2025-03-19,"NS"
"7647","Waste & Other Scrap","S",1023,587,2025,2025-03-19,"NS"
"7648","All Other","T",295,181,2025,2025-03-19,"NS"
"7649","Containers","U",62809,16041,2025,2025-03-19,"NS"
"7650","Trailers","V",1717,258,2025,2025-03-19,"NS"
"7651","Chemicals","A",3098,4760,2025,2025-03-12,"NS"
"7652","Coal","B",11541,2592,2025,2025-03-12,"NS"
"7653","Coke","C",427,17,2025,2025-03-12,"NS"
"7654","Crushed Stone, Sand & Gravel","D",2833,1994,2025,2025-03-12,"NS"
"7655","Farm Products","E",146,78,2025,2025-03-12,"NS"
"7656","Food & Kindred Products","F",583,1179,2025,2025-03-12,"NS"
"7657","Grain Mill Products","G",1528,687,2025,2025-03-12,"NS"
"7658","Grain","H",2993,1108,2025,2025-03-12,"NS"
"7659","Iron & Steel Scrap","I",1416,316,2025,2025-03-12,"NS"
"7660","Lumber & Wood Products","J",295,559,2025,2025-03-12,"NS"
"7661","Metallic Ores","K",45,28,2025,2025-03-12,"NS"
"7662","Metal Products","L",3884,1539,2025,2025-03-12,"NS"
"7663","Motor Vehicles & Equipment","M",6223,2086,2025,2025-03-12,"NS"
"7664","Nonmetallic Minerals","N",222,106,2025,2025-03-12,"NS"
"7665","Petroleum Products","O",960,1287,2025,2025-03-12,"NS"
"7666","Primary Forest Products","P",317,84,2025,2025-03-12,"NS"
"7667","Pulp & Paper Products","Q",1250,978,2025,2025-03-12,"NS"
"7668","Stone, Clay, Glass","R",1246,1041,2025,2025-03-12,"NS"
"7669","Waste & Other Scrap","S",1026,474,2025,2025-03-12,"NS"
"7670","All Other","T",285,152,2025,2025-03-12,"NS"
"7671","Containers","U",64174,17280,2025,2025-03-12,"NS"
"7672","Trailers","V",1762,201,2025,2025-03-12,"NS"
"7673","Chemicals","A",3160,4818,2025,2025-03-05,"NS"
"7674","Coal","B",11351,2029,2025,2025-03-05,"NS"
"7675","Coke","C",648,11,2025,2025-03-05,"NS"
"7676","Crushed Stone, Sand & Gravel","D",2694,1827,2025,2025-03-05,"NS"
"7677","Farm Products","E",142,58,2025,2025-03-05,"NS"
"7678","Food & Kindred Products","F",649,1046,2025,2025-03-05,"NS"
"7679","Grain Mill Products","G",1700,577,2025,2025-03-05,"NS"
"7680","Grain","H",2436,626,2025,2025-03-05,"NS"
"7681","Iron & Steel Scrap","I",1671,286,2025,2025-03-05,"NS"
"7682","Lumber & Wood Products","J",372,580,2025,2025-03-05,"NS"
"7683","Metallic Ores","K",30,23,2025,2025-03-05,"NS"
"7684","Metal Products","L",3715,1239,2025,2025-03-05,"NS"
"7685","Motor Vehicles & Equipment","M",6011,1847,2025,2025-03-05,"NS"
"7686","Nonmetallic Minerals","N",178,112,2025,2025-03-05,"NS"
"7687","Petroleum Products","O",1050,1229,2025,2025-03-05,"NS"
"7688","Primary Forest Products","P",274,72,2025,2025-03-05,"NS"
"7689","Pulp & Paper Products","Q",1372,1082,2025,2025-03-05,"NS"
"7690","Stone, Clay, Glass","R",1167,949,2025,2025-03-05,"NS"
"7691","Waste & Other Scrap","S",989,394,2025,2025-03-05,"NS"
"7692","All Other","T",321,135,2025,2025-03-05,"NS"
"7693","Containers","U",66224,16816,2025,2025-03-05,"NS"
"7694","Trailers","V",1753,256,2025,2025-03-05,"NS"
"7695","Chemicals","A",3059,4382,2025,2025-02-26,"NS"
"7696","Coal","B",7696,1965,2025,2025-02-26,"NS"
"7697","Coke","C",367,16,2025,2025-02-26,"NS"
"7698","Crushed Stone, Sand & Gravel","D",1959,1771,2025,2025-02-26,"NS"
"7699","Farm Products","E",59,63,2025,2025-02-26,"NS"
"7700","Food & Kindred Products","F",510,1149,2025,2025-02-26,"NS"
"7701","Grain Mill Products","G",1716,702,2025,2025-02-26,"NS"
"7702","Grain","H",2407,885,2025,2025-02-26,"NS"
"7703","Iron & Steel Scrap","I",1506,237,2025,2025-02-26,"NS"
"7704","Lumber & Wood Products","J",323,451,2025,2025-02-26,"NS"
"7705","Metallic Ores","K",25,17,2025,2025-02-26,"NS"
"7706","Metal Products","L",3491,967,2025,2025-02-26,"NS"
"7707","Motor Vehicles & Equipment","M",5098,1621,2025,2025-02-26,"NS"
"7708","Nonmetallic Minerals","N",220,85,2025,2025-02-26,"NS"
"7709","Petroleum Products","O",1043,1313,2025,2025-02-26,"NS"
"7710","Primary Forest Products","P",229,76,2025,2025-02-26,"NS"
"7711","Pulp & Paper Products","Q",1360,937,2025,2025-02-26,"NS"
"7712","Stone, Clay, Glass","R",1183,965,2025,2025-02-26,"NS"
"7713","Waste & Other Scrap","S",945,449,2025,2025-02-26,"NS"
"7714","All Other","T",286,251,2025,2025-02-26,"NS"
"7715","Containers","U",59514,16452,2025,2025-02-26,"NS"
"7716","Trailers","V",1910,298,2025,2025-02-26,"NS"
"7717","Chemicals","A",2812,4584,2025,2025-02-19,"NS"
"7718","Coal","B",9157,1740,2025,2025-02-19,"NS"
"7719","Coke","C",500,6,2025,2025-02-19,"NS"
"7720","Crushed Stone, Sand & Gravel","D",2333,1752,2025,2025-02-19,"NS"
"7721","Farm Products","E",78,62,2025,2025-02-19,"NS"
"7722","Food & Kindred Products","F",527,997,2025,2025-02-19,"NS"
"7723","Grain Mill Products","G",1615,796,2025,2025-02-19,"NS"
"7724","Grain","H",2830,542,2025,2025-02-19,"NS"
"7725","Iron & Steel Scrap","I",1483,246,2025,2025-02-19,"NS"
"7726","Lumber & Wood Products","J",357,488,2025,2025-02-19,"NS"
"7727","Metallic Ores","K",37,28,2025,2025-02-19,"NS"
"7728","Metal Products","L",3618,1105,2025,2025-02-19,"NS"
"7729","Motor Vehicles & Equipment","M",5477,1887,2025,2025-02-19,"NS"
"7730","Nonmetallic Minerals","N",290,72,2025,2025-02-19,"NS"
"7731","Petroleum Products","O",1068,1277,2025,2025-02-19,"NS"
"7732","Primary Forest Products","P",232,79,2025,2025-02-19,"NS"
"7733","Pulp & Paper Products","Q",1322,1046,2025,2025-02-19,"NS"
"7734","Stone, Clay, Glass","R",1392,956,2025,2025-02-19,"NS"
"7735","Waste & Other Scrap","S",934,376,2025,2025-02-19,"NS"
"7736","All Other","T",258,174,2025,2025-02-19,"NS"
"7737","Containers","U",62490,17729,2025,2025-02-19,"NS"
"7738","Trailers","V",1925,215,2025,2025-02-19,"NS"
"7739","Chemicals","A",2871,4578,2025,2025-02-12,"NS"
"7740","Coal","B",9515,2209,2025,2025-02-12,"NS"
"7741","Coke","C",602,14,2025,2025-02-12,"NS"
"7742","Crushed Stone, Sand & Gravel","D",2285,1901,2025,2025-02-12,"NS"
"7743","Farm Products","E",79,83,2025,2025-02-12,"NS"
"7744","Food & Kindred Products","F",633,1031,2025,2025-02-12,"NS"
"7745","Grain Mill Products","G",1673,645,2025,2025-02-12,"NS"
"7746","Grain","H",3367,463,2025,2025-02-12,"NS"
"7747","Iron & Steel Scrap","I",1329,221,2025,2025-02-12,"NS"
"7748","Lumber & Wood Products","J",377,457,2025,2025-02-12,"NS"
"7749","Metallic Ores","K",37,26,2025,2025-02-12,"NS"
"7750","Metal Products","L",3486,1233,2025,2025-02-12,"NS"
"7751","Motor Vehicles & Equipment","M",5531,2025,2025,2025-02-12,"NS"
"7752","Nonmetallic Minerals","N",195,108,2025,2025-02-12,"NS"
"7753","Petroleum Products","O",943,1498,2025,2025-02-12,"NS"
"7754","Primary Forest Products","P",271,75,2025,2025-02-12,"NS"
"7755","Pulp & Paper Products","Q",1201,998,2025,2025-02-12,"NS"
"7756","Stone, Clay, Glass","R",1317,973,2025,2025-02-12,"NS"
"7757","Waste & Other Scrap","S",968,501,2025,2025-02-12,"NS"
"7758","All Other","T",302,198,2025,2025-02-12,"NS"
"7759","Containers","U",65048,18182,2025,2025-02-12,"NS"
"7760","Trailers","V",1896,267,2025,2025-02-12,"NS"
"7761","Chemicals","A",3227,4594,2025,2025-02-05,"NS"
"7762","Coal","B",8946,2263,2025,2025-02-05,"NS"
"7763","Coke","C",504,11,2025,2025-02-05,"NS"
"7764","Crushed Stone, Sand & Gravel","D",2444,1797,2025,2025-02-05,"NS"
"7765","Farm Products","E",111,95,2025,2025-02-05,"NS"
"7766","Food & Kindred Products","F",593,1212,2025,2025-02-05,"NS"
"7767","Grain Mill Products","G",1603,693,2025,2025-02-05,"NS"
"7768","Grain","H",3263,723,2025,2025-02-05,"NS"
"7769","Iron & Steel Scrap","I",1508,265,2025,2025-02-05,"NS"
"7770","Lumber & Wood Products","J",350,502,2025,2025-02-05,"NS"
"7771","Metallic Ores","K",40,32,2025,2025-02-05,"NS"
"7772","Metal Products","L",3800,1235,2025,2025-02-05,"NS"
"7773","Motor Vehicles & Equipment","M",5704,1922,2025,2025-02-05,"NS"
"7774","Nonmetallic Minerals","N",234,72,2025,2025-02-05,"NS"
"7775","Petroleum Products","O",1030,1597,2025,2025-02-05,"NS"
"7776","Primary Forest Products","P",209,76,2025,2025-02-05,"NS"
"7777","Pulp & Paper Products","Q",1382,919,2025,2025-02-05,"NS"
"7778","Stone, Clay, Glass","R",1156,1006,2025,2025-02-05,"NS"
"7779","Waste & Other Scrap","S",954,472,2025,2025-02-05,"NS"
"7780","All Other","T",328,219,2025,2025-02-05,"NS"
"7781","Containers","U",65381,17486,2025,2025-02-05,"NS"
"7782","Trailers","V",2016,220,2025,2025-02-05,"NS"
"7783","Chemicals","A",2479,4296,2025,2025-01-29,"NS"
"7784","Coal","B",9363,1934,2025,2025-01-29,"NS"
"7785","Coke","C",380,4,2025,2025-01-29,"NS"
"7786","Crushed Stone, Sand & Gravel","D",1062,1441,2025,2025-01-29,"NS"
"7787","Farm Products","E",59,53,2025,2025-01-29,"NS"
"7788","Food & Kindred Products","F",425,890,2025,2025-01-29,"NS"
"7789","Grain Mill Products","G",1591,592,2025,2025-01-29,"NS"
"7790","Grain","H",3136,578,2025,2025-01-29,"NS"
"7791","Iron & Steel Scrap","I",1143,214,2025,2025-01-29,"NS"
"7792","Lumber & Wood Products","J",212,609,2025,2025-01-29,"NS"
"7793","Metallic Ores","K",19,16,2025,2025-01-29,"NS"
"7794","Metal Products","L",3172,981,2025,2025-01-29,"NS"
"7795","Motor Vehicles & Equipment","M",3887,1644,2025,2025-01-29,"NS"
"7796","Nonmetallic Minerals","N",196,84,2025,2025-01-29,"NS"
"7797","Petroleum Products","O",908,1210,2025,2025-01-29,"NS"
"7798","Primary Forest Products","P",199,64,2025,2025-01-29,"NS"
"7799","Pulp & Paper Products","Q",1187,837,2025,2025-01-29,"NS"
"7800","Stone, Clay, Glass","R",939,829,2025,2025-01-29,"NS"
"7801","Waste & Other Scrap","S",956,403,2025,2025-01-29,"NS"
"7802","All Other","T",246,137,2025,2025-01-29,"NS"
"7803","Containers","U",55015,16888,2025,2025-01-29,"NS"
"7804","Trailers","V",1983,222,2025,2025-01-29,"NS"
"7805","Chemicals","A",3045,4593,2025,2025-01-22,"NS"
"7806","Coal","B",9195,2489,2025,2025-01-22,"NS"
"7807","Coke","C",536,11,2025,2025-01-22,"NS"
"7808","Crushed Stone, Sand & Gravel","D",2149,1427,2025,2025-01-22,"NS"
"7809","Farm Products","E",104,82,2025,2025-01-22,"NS"
"7810","Food & Kindred Products","F",550,1012,2025,2025-01-22,"NS"
"7811","Grain Mill Products","G",1754,584,2025,2025-01-22,"NS"
"7812","Grain","H",2352,980,2025,2025-01-22,"NS"
"7813","Iron & Steel Scrap","I",1338,211,2025,2025-01-22,"NS"
"7814","Lumber & Wood Products","J",345,508,2025,2025-01-22,"NS"
"7815","Metallic Ores","K",45,36,2025,2025-01-22,"NS"
"7816","Metal Products","L",3276,1151,2025,2025-01-22,"NS"
"7817","Motor Vehicles & Equipment","M",4215,1668,2025,2025-01-22,"NS"
"7818","Nonmetallic Minerals","N",211,74,2025,2025-01-22,"NS"
"7819","Petroleum Products","O",992,1599,2025,2025-01-22,"NS"
"7820","Primary Forest Products","P",217,96,2025,2025-01-22,"NS"
"7821","Pulp & Paper Products","Q",1289,1114,2025,2025-01-22,"NS"
"7822","Stone, Clay, Glass","R",1053,978,2025,2025-01-22,"NS"
"7823","Waste & Other Scrap","S",960,582,2025,2025-01-22,"NS"
"7824","All Other","T",227,186,2025,2025-01-22,"NS"
"7825","Containers","U",61132,17619,2025,2025-01-22,"NS"
"7826","Trailers","V",2020,251,2025,2025-01-22,"NS"
"7827","Chemicals","A",2969,4656,2025,2025-01-15,"NS"
"7828","Coal","B",8504,2398,2025,2025-01-15,"NS"
"7829","Coke","C",488,16,2025,2025-01-15,"NS"
"7830","Crushed Stone, Sand & Gravel","D",1746,1274,2025,2025-01-15,"NS"
"7831","Farm Products","E",107,56,2025,2025-01-15,"NS"
"7832","Food & Kindred Products","F",560,792,2025,2025-01-15,"NS"
"7833","Grain Mill Products","G",1697,522,2025,2025-01-15,"NS"
"7834","Grain","H",3368,575,2025,2025-01-15,"NS"
"7835","Iron & Steel Scrap","I",1118,137,2025,2025-01-15,"NS"
"7836","Lumber & Wood Products","J",310,321,2025,2025-01-15,"NS"
"7837","Metallic Ores","K",78,28,2025,2025-01-15,"NS"
"7838","Metal Products","L",3253,981,2025,2025-01-15,"NS"
"7839","Motor Vehicles & Equipment","M",2521,1148,2025,2025-01-15,"NS"
"7840","Nonmetallic Minerals","N",277,108,2025,2025-01-15,"NS"
"7841","Petroleum Products","O",970,1455,2025,2025-01-15,"NS"
"7842","Primary Forest Products","P",297,77,2025,2025-01-15,"NS"
"7843","Pulp & Paper Products","Q",1176,1100,2025,2025-01-15,"NS"
"7844","Stone, Clay, Glass","R",1168,842,2025,2025-01-15,"NS"
"7845","Waste & Other Scrap","S",940,470,2025,2025-01-15,"NS"
"7846","All Other","T",188,151,2025,2025-01-15,"NS"
"7847","Containers","U",53035,13025,2025,2025-01-15,"NS"
"7848","Trailers","V",2284,228,2025,2025-01-15,"NS"
"7849","Chemicals","A",2606,5062,2025,2025-01-08,"NS"
"7850","Coal","B",9891,2341,2025,2025-01-08,"NS"
"7851","Coke","C",671,9,2025,2025-01-08,"NS"
"7852","Crushed Stone, Sand & Gravel","D",2152,1251,2025,2025-01-08,"NS"
"7853","Farm Products","E",71,46,2025,2025-01-08,"NS"
"7854","Food & Kindred Products","F",570,923,2025,2025-01-08,"NS"
"7855","Grain Mill Products","G",1631,578,2025,2025-01-08,"NS"
"7856","Grain","H",2776,917,2025,2025-01-08,"NS"
"7857","Iron & Steel Scrap","I",959,197,2025,2025-01-08,"NS"
"7858","Lumber & Wood Products","J",213,414,2025,2025-01-08,"NS"
"7859","Metallic Ores","K",40,33,2025,2025-01-08,"NS"
"7860","Metal Products","L",3209,1297,2025,2025-01-08,"NS"
"7861","Motor Vehicles & Equipment","M",2327,997,2025,2025-01-08,"NS"
"7862","Nonmetallic Minerals","N",177,87,2025,2025-01-08,"NS"
"7863","Petroleum Products","O",983,1290,2025,2025-01-08,"NS"
"7864","Primary Forest Products","P",169,72,2025,2025-01-08,"NS"
"7865","Pulp & Paper Products","Q",1196,1300,2025,2025-01-08,"NS"
"7866","Stone, Clay, Glass","R",977,758,2025,2025-01-08,"NS"
"7867","Waste & Other Scrap","S",909,491,2025,2025-01-08,"NS"
"7868","All Other","T",189,226,2025,2025-01-08,"NS"
"7869","Containers","U",46568,13029,2025,2025-01-08,"NS"
"7870","Trailers","V",1892,223,2025,2025-01-08,"NS"
"7871","Chemicals","A",2688,4136,2025,2025-01-01,"NS"
"7872","Coal","B",7421,1568,2025,2025-01-01,"NS"
"7873","Coke","C",415,20,2025,2025-01-01,"NS"
"7874","Crushed Stone, Sand & Gravel","D",1278,1677,2025,2025-01-01,"NS"
"7875","Farm Products","E",56,51,2025,2025-01-01,"NS"
"7876","Food & Kindred Products","F",458,959,2025,2025-01-01,"NS"
"7877","Grain Mill Products","G",1754,633,2025,2025-01-01,"NS"
"7878","Grain","H",2938,707,2025,2025-01-01,"NS"
"7879","Iron & Steel Scrap","I",736,204,2025,2025-01-01,"NS"
"7880","Lumber & Wood Products","J",205,493,2025,2025-01-01,"NS"
"7881","Metallic Ores","K",20,12,2025,2025-01-01,"NS"
"7882","Metal Products","L",2561,1129,2025,2025-01-01,"NS"
"7883","Motor Vehicles & Equipment","M",2822,1284,2025,2025-01-01,"NS"
"7884","Nonmetallic Minerals","N",150,129,2025,2025-01-01,"NS"
"7885","Petroleum Products","O",780,1260,2025,2025-01-01,"NS"
"7886","Primary Forest Products","P",204,57,2025,2025-01-01,"NS"
"7887","Pulp & Paper Products","Q",1307,851,2025,2025-01-01,"NS"
"7888","Stone, Clay, Glass","R",932,766,2025,2025-01-01,"NS"
"7889","Waste & Other Scrap","S",798,433,2025,2025-01-01,"NS"
"7890","All Other","T",136,263,2025,2025-01-01,"NS"
"7891","Containers","U",44588,14705,2025,2025-01-01,"NS"
"7892","Trailers","V",1677,257,2025,2025-01-01,"NS"
"7893","Chemicals","A",3003,4208,2024,2024-12-25,"NS"
"7894","Coal","B",10880,2235,2024,2024-12-25,"NS"
"7895","Coke","C",588,22,2024,2024-12-25,"NS"
"7896","Crushed Stone, Sand & Gravel","D",2673,2025,2024,2024-12-25,"NS"
"7897","Farm Products","E",93,70,2024,2024-12-25,"NS"
"7898","Food & Kindred Products","F",587,1044,2024,2024-12-25,"NS"
"7899","Grain Mill Products","G",1633,523,2024,2024-12-25,"NS"
"7900","Grain","H",2877,898,2024,2024-12-25,"NS"
"7901","Iron & Steel Scrap","I",1525,343,2024,2024-12-25,"NS"
"7902","Lumber & Wood Products","J",307,523,2024,2024-12-25,"NS"
"7903","Metallic Ores","K",49,30,2024,2024-12-25,"NS"
"7904","Metal Products","L",3358,1171,2024,2024-12-25,"NS"
"7905","Motor Vehicles & Equipment","M",5364,1826,2024,2024-12-25,"NS"
"7906","Nonmetallic Minerals","N",234,80,2024,2024-12-25,"NS"
"7907","Petroleum Products","O",947,1413,2024,2024-12-25,"NS"
"7908","Primary Forest Products","P",261,64,2024,2024-12-25,"NS"
"7909","Pulp & Paper Products","Q",1288,870,2024,2024-12-25,"NS"
"7910","Stone, Clay, Glass","R",1198,924,2024,2024-12-25,"NS"
"7911","Waste & Other Scrap","S",1074,458,2024,2024-12-25,"NS"
"7912","All Other","T",335,250,2024,2024-12-25,"NS"
"7913","Containers","U",64534,17817,2024,2024-12-25,"NS"
"7914","Trailers","V",2407,341,2024,2024-12-25,"NS"
"7915","Chemicals","A",2830,4509,2024,2024-12-18,"NS"
"7916","Coal","B",10564,2289,2024,2024-12-18,"NS"
"7917","Coke","C",756,17,2024,2024-12-18,"NS"
"7918","Crushed Stone, Sand & Gravel","D",2955,1346,2024,2024-12-18,"NS"
"7919","Farm Products","E",103,76,2024,2024-12-18,"NS"
"7920","Food & Kindred Products","F",583,1058,2024,2024-12-18,"NS"
"7921","Grain Mill Products","G",1683,621,2024,2024-12-18,"NS"
"7922","Grain","H",3262,986,2024,2024-12-18,"NS"
"7923","Iron & Steel Scrap","I",1429,270,2024,2024-12-18,"NS"
"7924","Lumber & Wood Products","J",342,434,2024,2024-12-18,"NS"
"7925","Metallic Ores","K",59,27,2024,2024-12-18,"NS"
"7926","Metal Products","L",3235,912,2024,2024-12-18,"NS"
"7927","Motor Vehicles & Equipment","M",5353,1675,2024,2024-12-18,"NS"
"7928","Nonmetallic Minerals","N",248,99,2024,2024-12-18,"NS"
"7929","Petroleum Products","O",979,1418,2024,2024-12-18,"NS"
"7930","Primary Forest Products","P",257,68,2024,2024-12-18,"NS"
"7931","Pulp & Paper Products","Q",1267,964,2024,2024-12-18,"NS"
"7932","Stone, Clay, Glass","R",1209,1050,2024,2024-12-18,"NS"
"7933","Waste & Other Scrap","S",1046,583,2024,2024-12-18,"NS"
"7934","All Other","T",259,236,2024,2024-12-18,"NS"
"7935","Containers","U",65438,18374,2024,2024-12-18,"NS"
"7936","Trailers","V",2345,372,2024,2024-12-18,"NS"
"7937","Chemicals","A",2733,4158,2024,2024-12-11,"NS"
"7938","Coal","B",9534,2004,2024,2024-12-11,"NS"
"7939","Coke","C",759,7,2024,2024-12-11,"NS"
"7940","Crushed Stone, Sand & Gravel","D",2478,941,2024,2024-12-11,"NS"
"7941","Farm Products","E",123,69,2024,2024-12-11,"NS"
"7942","Food & Kindred Products","F",563,926,2024,2024-12-11,"NS"
"7943","Grain Mill Products","G",1693,636,2024,2024-12-11,"NS"
"7944","Grain","H",3328,673,2024,2024-12-11,"NS"
"7945","Iron & Steel Scrap","I",1297,239,2024,2024-12-11,"NS"
"7946","Lumber & Wood Products","J",310,469,2024,2024-12-11,"NS"
"7947","Metallic Ores","K",40,23,2024,2024-12-11,"NS"
"7948","Metal Products","L",3518,1259,2024,2024-12-11,"NS"
"7949","Motor Vehicles & Equipment","M",5279,1506,2024,2024-12-11,"NS"
"7950","Nonmetallic Minerals","N",217,110,2024,2024-12-11,"NS"
"7951","Petroleum Products","O",974,1322,2024,2024-12-11,"NS"
"7952","Primary Forest Products","P",359,91,2024,2024-12-11,"NS"
"7953","Pulp & Paper Products","Q",1114,976,2024,2024-12-11,"NS"
"7954","Stone, Clay, Glass","R",1394,905,2024,2024-12-11,"NS"
"7955","Waste & Other Scrap","S",1068,561,2024,2024-12-11,"NS"
"7956","All Other","T",209,199,2024,2024-12-11,"NS"
"7957","Containers","U",60515,16624,2024,2024-12-11,"NS"
"7958","Trailers","V",2637,285,2024,2024-12-11,"NS"
"7959","Chemicals","A",2513,4809,2024,2024-12-04,"NS"
"7960","Coal","B",9420,1797,2024,2024-12-04,"NS"
"7961","Coke","C",446,13,2024,2024-12-04,"NS"
"7962","Crushed Stone, Sand & Gravel","D",1924,1501,2024,2024-12-04,"NS"
"7963","Farm Products","E",59,53,2024,2024-12-04,"NS"
"7964","Food & Kindred Products","F",523,1077,2024,2024-12-04,"NS"
"7965","Grain Mill Products","G",1545,684,2024,2024-12-04,"NS"
"7966","Grain","H",2825,556,2024,2024-12-04,"NS"
"7967","Iron & Steel Scrap","I",961,282,2024,2024-12-04,"NS"
"7968","Lumber & Wood Products","J",216,503,2024,2024-12-04,"NS"
"7969","Metallic Ores","K",21,34,2024,2024-12-04,"NS"
"7970","Metal Products","L",2997,1184,2024,2024-12-04,"NS"
"7971","Motor Vehicles & Equipment","M",3947,1974,2024,2024-12-04,"NS"
"7972","Nonmetallic Minerals","N",192,98,2024,2024-12-04,"NS"
"7973","Petroleum Products","O",757,1284,2024,2024-12-04,"NS"
"7974","Primary Forest Products","P",157,93,2024,2024-12-04,"NS"
"7975","Pulp & Paper Products","Q",1266,912,2024,2024-12-04,"NS"
"7976","Stone, Clay, Glass","R",953,950,2024,2024-12-04,"NS"
"7977","Waste & Other Scrap","S",879,427,2024,2024-12-04,"NS"
"7978","All Other","T",282,325,2024,2024-12-04,"NS"
"7979","Containers","U",53552,16634,2024,2024-12-04,"NS"
"7980","Trailers","V",2017,321,2024,2024-12-04,"NS"
"7981","Chemicals","A",2639,4680,2024,2024-11-27,"NS"
"7982","Coal","B",9851,2716,2024,2024-11-27,"NS"
"7983","Coke","C",551,18,2024,2024-11-27,"NS"
"7984","Crushed Stone, Sand & Gravel","D",2911,1464,2024,2024-11-27,"NS"
"7985","Farm Products","E",88,68,2024,2024-11-27,"NS"
"7986","Food & Kindred Products","F",694,1175,2024,2024-11-27,"NS"
"7987","Grain Mill Products","G",1631,644,2024,2024-11-27,"NS"
"7988","Grain","H",3274,943,2024,2024-11-27,"NS"
"7989","Iron & Steel Scrap","I",1435,291,2024,2024-11-27,"NS"
"7990","Lumber & Wood Products","J",281,453,2024,2024-11-27,"NS"
"7991","Metallic Ores","K",54,28,2024,2024-11-27,"NS"
"7992","Metal Products","L",3365,998,2024,2024-11-27,"NS"
"7993","Motor Vehicles & Equipment","M",5594,1871,2024,2024-11-27,"NS"
"7994","Nonmetallic Minerals","N",334,132,2024,2024-11-27,"NS"
"7995","Petroleum Products","O",960,1396,2024,2024-11-27,"NS"
